;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
179;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1191;5;0;0;0;6;0;0;0;0;0;4;20;3;0;0,62;0;0;0;3;0;1;6,154e-05;0,0;5;0,62;0,62;16;5;9;6;1;9;0;2;0;0;2,7;0,0;2,7;3,85;0,0;3,85;3,275;0;0;0;0;0,0;5;4;2,25;5,525;0;3,2750000000000004;0,0;183 days 23:59:59.000000000
847;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1217;21;0;0;38;52;0;0;1;2;8;7;19;3;0;0,61;35;4;0;2;0;1;4,6538;59,71;104;0,61;0,61;121;21;44;31;36;47;7;2;4;0;3,0;0,0;3,0;2,75;0,0;2,75;2,875;2;3;2;0;0,7;4;4;2,0;5,575;0;2,875;1,75;183 days 23:59:59.000000000
1887;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1199;3;0;0;9;31;0;0;0;3;5;43;21;3;0;0,11;19;6;0;2;0;0;2,5385;83,31;59;0,11;0,11;66;28;30;15;17;34;0;2;6;0;3,75;0,0;3,75;1,65;0,0;1,65;2,7;0;4;0;3;0,7;4;4;2,0;5,4;0;2,7;1,75;183 days 23:59:59.000000000
1939;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;746;7;0;0;5;4;0;0;0;1;0;10;20;3;0;0,64;17;3;0;2;0;1;2,0;57,98;43;0,64;0,64;52;23;32;18;13;19;2;2;3;0;1,05;0,0;1,05;1,1;0,0;1,1;1,075;2;2;2;0;0,6;4;4;2,0;3,675;1;1,0750000000000002;1,5;183 days 23:59:59.000000000
2095;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1189;4;0;0;1;25;0;0;1;5;1;1;19;3;0;11,21;17;7;0;0;0;0;1,7692;42,68;16;11,21;11,21;46;8;24;5;28;13;0;1;7;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;4;0;0;0,4;5;0;1,25;1,65;1;0,0;1,0;183 days 23:59:59.000000000
2700;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1214;5;0;0;28;48;0;0;6;4;6;0;19;3;0;0,19;29;6;0;1;0;0;4,5769;68,75;64;0,19;0,19;119;12;54;38;60;21;0;1;6;0;2,85;0,0;2,85;3,85;0,0;3,85;3,35;4;0;4;3;1,1;0;4;1,0;5,45;0;3,35;2,75;183 days 23:59:59.000000000
2718;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1221;5;0;0;37;53;0;0;4;5;7;5;11;1;0;1,43;41;9;0;2;0;1;5,3462;68,8;126;1,43;1,43;139;23;60;45;51;29;14;2;9;0;3,25;0,0;3,25;4,4;0,0;4,4;3,825;4;2;4;3;1,3;5;4;2,25;7,375;0;3,825;3,25;183 days 23:59:59.000000000
3189;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;555;3;0;0;4;27;0;0;0;3;1;1;11;1;0;2,0;9;5;0;5;0;1;1,3462;72,83;12;2,0;2,0;35;14;22;15;18;2;0;2;5;0;2,3;0,0;2,3;3,3;0,0;3,3;2,8;2;2;2;2;0,8;5;6;2,75;6,35;0;2,8;2,0;183 days 23:59:59.000000000
3205;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1190;13;0;0;21;39;0;0;2;3;2;9;0;0;0;0,0;17;4;0;1;0;0;3,9615;90,6;98;0,0;0,0;103;15;40;48;35;20;0;0;4;0;0,0;2,2;2,2;0,0;0,0;0,0;1,1;2;0;2;2;0,6;0;0;0,0;1,7;1;1,1;1,5;183 days 23:59:59.000000000
4246;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1206;24;0;0;5;20;0;0;1;0;0;5;13;2;0;0,88;16;4;1;2;7;1;2,2692;82,61;33;0,88;0,88;59;16;29;9;26;23;1;2;4;0;4,55;0,0;4,55;3,85;0,0;3,85;4,2;3;0;3;2;0,8;5;5;2,5;7,5;0;4,2;2,0;183 days 23:59:59.000000000
4514;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;698;20;0;0;14;14;0;0;10;10;1;1;7;1;0;7,03;49;13;1;1;3;1;5,0;59,71;123;7,03;7,03;130;24;55;59;37;34;0;2;13;0;4,3;0,0;4,3;3,3;0,0;3,3;3,8;4;4;4;3;1,5;6;5;2,75;8,05;0;3,8;3,75;183 days 23:59:59.000000000
4797;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1192;5;0;0;74;78;0;0;6;14;8;15;20;3;0;2,16;219;27;0;3;1;1;19,9615;58,09;37;2,16;2,16;519;74;82;188;187;143;1;2;27;0;2,65;0,0;2,65;3,3;0,0;3,3;2,975;5;5;5;5;2,0;6;5;2,75;7,725;0;2,9749999999999996;5,0;183 days 23:59:59.000000000
5001;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1196;5;0;0;53;60;0;0;2;12;4;8;18;3;0;18,7;56;22;0;1;1;0;3,5;58,02;30;18,7;18,7;91;17;48;32;21;37;1;2;22;0;4,5;0,0;4,5;2,75;0,0;2,75;3,625;5;4;5;4;1,8;5;5;2,5;7,925;0;3,625;4,5;183 days 23:59:59.000000000
5039;Administracao;2014.2;1;Filosofia e Ética (1º);71;2014-06-30 21:00:00;2014-12-31 20:59:59;1218;1;0;0;9;31;0;0;0;0;6;0;0;0;0;0,0;0;0;0;0;0;0;7,69e-06;0,0;0;0,0;0,0;2;0;2;0;2;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
