;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
543;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;123;21;0;1;2;14;0;0;3;7;1;0;19;3;0;0,0;64;8;0;1;0;1;6,0;225,82;153;0,0;0,0;168;41;107;89;50;29;0;1;8;0;5,25;0,0;5,25;4,95;0,0;4,95;5,1;3;5;5;5;1,8;5;1;1,5;8,4;0;5,1;4,5;182 days 00:00:00.000000000
762;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;278;14;0;0;0;12;0;0;0;2;0;0;9;1;0;8,0;8;2;0;3;0;2;1,0;192,03;26;8,0;8,0;39;9;32;19;8;12;0;1;2;0;3,85;0,0;3,85;3,85;0,0;3,85;3,85;2;0;0;0;0,2;5;1;1,5;5,55;0;3,85;0,5;182 days 00:00:00.000000000
1151;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;173;25;0;1;10;19;0;0;1;8;2;0;8;1;0;6,0;57;10;0;2;0;2;7,0;217,67;193;6,0;6,0;197;25;108;117;32;48;0;2;10;1;4,3;0,0;4,3;2,75;0,0;2,75;3,525;5;4;4;3;1,6;5;5;2,5;7,625;0;3,525;4,0;182 days 00:00:00.000000000
1224;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;148;54;1;0;1;14;0;0;6;6;0;0;10;1;1;0,0;59;6;0;2;0;2;4,0;229,24;22;0,0;0,0;128;42;86;16;20;92;0;1;6;0;3,0;0,0;3,0;2,2;0,0;2,2;2,6;4;5;4;5;1,8;6;5;2,75;7,15;0;2,6;4,5;182 days 00:00:00.000000000
1970;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;96;14;0;2;2;14;0;0;2;5;0;0;0;0;0;0,0;18;7;0;0;0;0;1,0;209,74;27;0,0;0,0;42;15;32;10;11;20;1;0;7;0;1,1;0,0;1,1;0,0;0,0;0,0;0,55;4;5;4;0;1,3;0;1;0,25;2,1;1;0,55;3,25;182 days 00:00:00.000000000
3023;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;206;36;0;0;0;13;0;0;0;0;0;0;11;1;1;0,0;5;0;0;3;0;2;4,0;0,0;67;0,0;0,0;125;18;84;33;29;62;1;1;0;0;1,1;0,0;1,1;0,0;2,2;2,2;1,65;0;0;0;0;0,0;6;5;2,75;4,4;0;1,6500000000000001;0,0;182 days 00:00:00.000000000
3577;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;77;7;1;12;18;25;0;0;0;9;1;0;15;2;1;1,0;40;10;0;3;0;2;5,0;228,63;131;1,0;1,0;139;36;78;40;69;30;0;1;10;1;0,0;0,0;0,0;0,0;2,2;2,2;1,1;3;3;3;2;1,1;4;5;2,25;4,45;0;1,1;2,75;182 days 00:00:00.000000000
4534;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;1;0,25;0,25;1;0,0;0,0;182 days 00:00:00.000000000
4666;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;12;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;4;0;3;0;0;4;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;1;0,25;0,25;1;0,0;0,0;182 days 00:00:00.000000000
4757;Administracao;2013.2;3;Contabilidade Pública ;28;2013-06-30 21:00:00;2013-12-29 21:00:00;138;5;0;1;27;33;0;0;0;5;3;0;20;3;1;0,0;39;6;0;3;0;1;5,0;210,12;66;0,0;0,0;131;23;94;16;14;100;1;0;6;0;1,1;0,0;1,1;2,2;0,0;2,2;1,65;5;4;2;0;1,1;0;6;1,5;4,25;0;1,6500000000000001;2,75;182 days 00:00:00.000000000
