;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
769;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;763;2;0;1;1;43;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;2;0;2;0;1;1;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
942;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;799;8;0;17;17;25;1;1;0;2;0;0;0;0;0;0,0;4;2;0;0;0;0;0,0;42,5;0;0,0;0,0;13;0;8;4;1;6;2;0;2;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10;0;0;0;0,5;0;0;0,0;0,5;1;0,0;2,5;180 days 00:00:00.000000000
1191;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;772;11;1;6;12;61;0;0;0;5;1;0;17;2;0;3,0;62;5;0;0;0;0;5,0;89,74;98;3,0;3,0;151;0;96;21;26;104;0;2;5;0;7,0;0,0;7,0;4,0;0,0;4,0;3,025;7;9;10;8;1,7;10;10;2,5;7,225;0;5,5;8,5;180 days 00:00:00.000000000
1319;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;816;11;0;7;28;96;0;0;0;9;4;0;20;3;0;0,0;50;10;0;0;0;0;4,0;78,82;99;0,0;0,0;112;0;68;31;31;42;8;2;10;0;5,0;0,0;5,0;5,0;0,0;5,0;2,75;6;6;7;7;1,3;10;10;2,5;6,55;0;5,0;6,5;180 days 00:00:00.000000000
1394;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
2253;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;819;69;0;27;49;100;0;0;0;5;7;0;11;1;0;3,0;27;5;0;0;0;0;3,0;107,56;30;3,0;3,0;99;0;62;25;14;50;10;1;5;0;4,0;0,0;4,0;4,0;0,0;4,0;2,2;0;7;6;5;0,9;10;0;1,25;4,35;0;4,0;4,5;180 days 00:00:00.000000000
3241;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;787;30;0;24;26;55;2;2;1;11;1;0;6;1;0;14,5;55;14;1;0;0;0;6,0;77,91;172;14,5;14,5;180;0;122;137;29;13;1;2;14;2;6,0;0,0;6,0;2,0;0,0;2,0;2,2;6;6;9;6;1,35;10;10;2,5;6,05;0;4,0;6,75;180 days 00:00:00.000000000
3391;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;766;59;5;31;53;86;1;1;4;6;2;0;10;1;0;3,0;37;7;0;0;0;0;6,0;86,68;12;3,0;3,0;173;0;101;54;76;43;0;2;7;1;7,0;0,0;7,0;7,0;0,0;7,0;3,85;10;10;10;9;1,95;10;10;2,5;8,3;0;7,0;9,75;180 days 00:00:00.000000000
3847;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;761;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;1;0;1;0;1;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
5182;Administracao;2011.1;3;Contabilidade Pública;34;2010-12-31 21:00:00;2011-06-29 21:00:00;764;38;0;0;0;47;0;0;0;6;0;0;14;2;0;4,0;41;6;0;0;0;0;4,0;87,09;37;4,0;4,0;104;0;66;29;42;33;0;2;6;0;6,0;0,0;6,0;4,0;0,0;4,0;2,75;6;8;7;5;1,3;10;10;2,5;6,55;0;5,0;6,5;180 days 00:00:00.000000000
