;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
72;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1738;5;0;9;11;19;0;0;0;0;2;1;14;2;0;63,4;16;4;0;0;3;0;1,6538;37,95;22;63,4;63,4;43;11;22;10;31;2;0;1;4;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;3;0;0,75;0,75;1;0,0;0,0;183 days 23:59:59.000000000
185;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1795;4;0;0;1;5;0;0;0;0;1;1;0;0;0;0,0;2;0;0;0;0;0;4,615e-05;0,0;0;0,0;0,0;12;5;7;8;3;1;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
421;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1691;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
524;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1741;1;0;1;1;15;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;3,85e-06;0,0;0;0,0;0,0;1;0;1;0;0;1;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
525;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1687;5;0;0;0;20;0;0;0;0;0;0;13;2;0;20,87;11;1;0;2;0;2;2,5385;0,0;18;20,87;20,87;66;19;32;28;17;21;0;2;1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;4;4;0;0,8;6;5;2,75;3,55;1;0,0;2,0;183 days 23:59:59.000000000
538;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1725;6;1;1;12;15;0;0;1;0;2;1;21;3;0;4,08;69;5;0;1;8;1;4,6154;72,84;72;4,08;4,08;120;33;50;25;22;69;4;1;5;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4;4;4;4;1,6;0;5;1,25;2,85;1;0,0;4,0;183 days 23:59:59.000000000
540;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1704;4;1;2;14;23;0;0;1;0;4;0;0;0;0;0,0;28;4;0;0;9;0;2,5769;81,4;59;0,0;0,0;67;27;30;19;23;25;0;0;4;0;0,0;0,0;0,0;0,0;1,65;1,65;0,825;4;4;4;4;1,6;0;0;0,0;2,425;1;0,825;4,0;183 days 23:59:59.000000000
634;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;584;4;0;0;18;25;0;0;2;0;2;0;15;2;0;31,26;51;5;0;1;2;1;7,9231;60,92;164;31,26;31,26;206;67;75;87;84;35;0;2;5;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4;4;4;4;1,6;5;6;2,75;4,35;0;0,0;4,0;183 days 23:59:59.000000000
696;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1632;39;0;0;2;2;0;0;0;0;1;0;15;2;0;38,3;30;4;0;4;46;12;4,1923;63,38;29;38,3;38,3;109;27;43;20;62;27;0;2;4;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4;5;5;4;1,8;3;4;1,75;3,55;1;0,0;4,5;183 days 23:59:59.000000000
785;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1768;1;0;2;9;20;0;0;0;0;2;0;0;0;0;0,0;0;0;0;0;0;0;3,85e-06;0,0;0;0,0;0,0;1;1;1;1;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
919;Pedagogia;2014.2;1;Antropologia ;105;2014-06-30 21:00:00;2014-12-31 20:59:59;1708;10;0;0;1;7;0;0;3;0;0;0;11;1;0;21,51;22;4;0;3;3;2;2,5385;65,22;47;21,51;21,51;66;27;35;30;22;14;0;2;4;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4;4;4;4;1,6;6;6;3,0;4,6;0;0,0;4,0;183 days 23:59:59.000000000
