;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
10;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;289;2;0;0;3;14;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;-3;0,0;0,0;13;1;12;3;2;8;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
78;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;5;30;0;0;5;23;0;0;0;0;3;0;20;3;0;2,0;13;2;0;2;0;1;1,0;59,51;19;2,0;2,0;39;7;26;4;19;16;0;1;2;0;4,4;0,0;4,4;0,0;0,0;0,0;2,2;4;3;0;0;0,7;0;0;0,0;2,9;1;2,2;1,75;180 days 23:59:59.000000000
115;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;204;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0,0;16;2;0;0;0;0;0,0;104,87;17;0,0;0,0;21;6;12;6;7;8;0;0;2;0;4,95;0,0;4,95;0,0;0,0;0,0;2,475;0;4;4;0;0,8;0;0;0,0;3,275;1;2,475;2,0;180 days 23:59:59.000000000
197;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;304;4;1;0;26;18;0;0;0;2;5;0;21;3;0;1,0;63;7;0;1;0;1;4,0;81,32;100;1,0;1,0;111;34;59;48;38;24;1;1;7;2;5,5;0,0;5,5;0,0;0,0;0,0;2,75;5;5;5;0;1,5;0;0;0,0;4,25;0;2,75;3,75;180 days 23:59:59.000000000
238;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;507;11;1;0;10;13;0;0;2;3;1;0;16;2;0;1,0;34;7;0;2;0;1;2,0;54,61;12;1,0;1,0;63;23;43;23;19;20;1;1;7;1;2,75;0,0;2,75;0,0;0,0;0,0;1,375;5;5;0;0;1,0;0;0;0,0;2,375;1;1,375;2,5;180 days 23:59:59.000000000
589;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;339;19;0;0;0;12;0;0;0;3;0;0;0;0;0;0,0;16;4;0;0;0;0;1,0;67,95;0;0,0;0,0;30;10;26;4;16;10;0;0;4;0;1,65;0,0;1,65;0,0;0,0;0,0;0,825;3;1;4;0;0,8;0;0;0,0;1,625;1;0,825;2,0;180 days 23:59:59.000000000
695;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;450;8;0;0;0;6;0;0;0;1;0;0;0;0;0;0,0;18;3;0;0;0;0;1,0;67,66;17;0,0;0,0;41;10;33;20;12;9;0;0;3;0;1,65;0,0;1,65;0,0;0,0;0,0;0,825;4;5;1;0;1,0;0;0;0,0;1,825;1;0,825;2,5;180 days 23:59:59.000000000
904;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;165;4;0;0;0;5;0;0;0;0;0;0;23;3;0;0,0;28;3;0;2;0;1;3,0;69,21;40;0,0;0,0;78;15;44;14;57;7;0;1;3;0;4,95;0,0;4,95;0,0;0,0;0,0;2,475;4;4;4;0;1,2;0;0;0,0;3,675;1;2,475;3,0;180 days 23:59:59.000000000
964;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;42;28;0;0;2;17;0;0;0;0;0;0;13;2;0;0,0;3;0;0;1;0;1;1,0;0,0;8;0,0;0,0;38;11;24;6;17;15;0;1;0;0;0,55;0,0;0,55;0,0;0,0;0,0;0,275;0;0;0;0;0,0;0;0;0,0;0,275;1;0,275;0,0;180 days 23:59:59.000000000
1069;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;21;16;0;0;0;0;0;0;0;0;0;0;23;3;0;0,0;9;2;0;1;0;1;1,0;115,2;14;0,0;0,0;34;5;12;8;7;14;5;1;2;0;1,65;0,0;1,65;0,0;0,0;0,0;0,825;0;5;0;0;0,5;0;0;0,0;1,325;1;0,825;1,25;180 days 23:59:59.000000000
1076;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;281;6;0;0;1;6;0;0;0;0;0;0;22;3;0;2,0;19;4;0;1;0;1;1,0;87,76;26;2,0;2,0;41;20;32;14;9;16;2;1;4;0;2,75;0,0;2,75;0,0;0,0;0,0;1,375;4;5;5;0;1,4;0;0;0,0;2,775;1;1,375;3,5;180 days 23:59:59.000000000
1520;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;488;3;0;0;1;10;0;0;0;1;0;0;19;3;0;0,0;14;3;0;1;0;1;1,0;67,59;2;0,0;0,0;37;15;27;7;4;25;1;1;3;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;3;3;3;0;0,9;0;0;0,0;2,825;1;1,925;2,25;180 days 23:59:59.000000000
1652;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;200;5;0;0;3;8;0;0;0;2;0;0;19;3;0;4,0;23;4;0;1;0;1;3,0;69,12;7;4,0;4,0;91;20;54;19;35;27;10;1;4;1;3,3;0,0;3,3;0,0;0,0;0,0;1,65;4;5;5;0;1,4;0;0;0,0;3,05;1;1,65;3,5;180 days 23:59:59.000000000
1679;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;445;6;0;0;0;9;0;0;0;1;0;0;19;3;0;1,0;14;2;0;2;0;1;1,0;64,76;8;1,0;1,0;28;12;21;14;7;6;1;1;2;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;5;1;0;0;0,6;0;0;0,0;3,35;1;2,75;1,5;180 days 23:59:59.000000000
1907;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;472;21;0;0;0;4;0;0;0;0;0;0;19;3;0;0,0;16;2;0;1;0;1;1,0;50,81;13;0,0;0,0;35;11;17;4;25;6;0;1;2;0;3,3;0,0;3,3;0,0;0,0;0,0;1,65;4;3;0;0;0,7;0;0;0,0;2,35;1;1,65;1,75;180 days 23:59:59.000000000
2402;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;123;21;0;0;6;14;0;0;0;0;1;0;23;3;0;0,0;10;2;0;2;0;1;2,0;62,78;36;0,0;0,0;53;14;43;24;25;4;0;1;2;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;5;2;0;0;0,7;0;0;0,0;3,45;1;2,75;1,75;180 days 23:59:59.000000000
2705;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;305;8;0;0;0;4;0;0;0;0;0;0;0;0;0;0,0;3;0;0;0;0;0;1,0;0,0;3;0,0;0,0;27;11;19;6;4;9;8;0;0;0;2,75;0,0;2,75;0,0;0,0;0,0;1,375;0;0;0;0;0,0;0;0;0,0;1,375;1;1,375;0,0;180 days 23:59:59.000000000
2835;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;140;26;0;0;1;12;0;0;0;0;0;0;9;1;0;1,0;24;3;0;2;0;1;3,0;80,9;46;1,0;1,0;90;23;62;25;50;15;0;1;3;0;4,95;0,0;4,95;0,0;0,0;0,0;2,475;4;5;5;0;1,4;0;0;0,0;3,875;1;2,475;3,5;180 days 23:59:59.000000000
2906;Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;2013-12-31 21:00:00;2014-06-30 20:59:59;272;13;0;0;0;0;0;0;3;0;0;0;19;3;0;0,0;12;3;0;1;0;1;1,0;87,73;10;0,0;0,0;34;5;23;7;12;14;1;1;3;0;2,2;0,0;2,2;0,0;0,0;0,0;1,1;5;4;4;0;1,3;0;0;0,0;2,4;1;1,1;3,25;180 days 23:59:59.000000000
