;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
47;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;260;5;0;1;27;61;0;0;0;0;3;0;10;1;0;3,0;15;2;0;1;0;1;3,0;67,98;101;3,0;3,0;102;16;60;26;40;36;0;1;2;0;0,55;0,0;0,55;0,0;0,0;0,0;0,275;4;3;0;0;0,7;6;0;1,5;2,475;1;0,275;1,75;180 days 00:00:00.000000000
299;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;209;21;0;0;1;33;0;0;0;0;0;0;20;3;0;3,0;25;6;0;1;0;1;2,0;80,15;47;3,0;3,0;54;5;37;14;15;25;0;1;6;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4;3;5;0;1,2;6;0;1,5;2,7;1;0,0;3,0;180 days 00:00:00.000000000
323;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;281;4;0;0;0;23;0;0;0;0;0;0;22;3;0;10,0;9;1;0;2;0;1;1,0;50,87;31;10,0;10,0;33;9;29;13;7;13;0;1;1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2;0;0;0;0,2;3;0;0,75;0,95;1;0,0;0,5;180 days 00:00:00.000000000
508;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;340;3;0;4;10;29;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;3,0;0,0;47;0,0;0,0;102;0;74;27;32;43;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
657;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;435;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0,0;0,0;1;0,0;0,0;7;3;6;1;0;6;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
738;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;479;3;0;0;4;20;0;0;3;2;1;0;0;0;0;0,0;18;3;0;0;0;0;1,0;79,9;7;0,0;0,0;42;10;25;4;15;22;1;0;3;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3;3;4;0;1,0;0;0;0,0;1,0;1;0,0;2,5;180 days 00:00:00.000000000
836;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;360;11;0;0;1;25;0;0;0;0;0;0;16;2;0;0,0;19;1;0;2;0;1;2,0;61,94;67;0,0;0,0;76;4;46;37;34;5;0;1;1;0;0,55;0,0;0,55;0,0;0,0;0,0;0,275;3;0;0;0;0,3;3;0;0,75;1,325;1;0,275;0,75;180 days 00:00:00.000000000
1019;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;236;3;0;0;0;15;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;1;0,0;0,0;11;0;8;6;1;4;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
1083;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;221;6;0;0;0;17;0;0;0;0;0;0;0;0;0;0,0;2;0;0;0;0;0;1,0;0,0;10;0,0;0,0;27;0;23;8;8;11;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3;2;0;0;0,5;0;0;0,0;0,5;1;0,0;1,25;180 days 00:00:00.000000000
1089;Letras;2014.1;4;Linguística II;54;2013-12-31 21:00:00;2014-06-29 21:00:00;24;11;0;0;3;21;0;0;0;0;0;0;16;2;0;0,0;7;1;0;3;0;1;1,0;86,48;19;0,0;0,0;47;6;28;22;7;18;0;1;1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2;2;0;0;0,4;4;0;1,0;1,4;1;0,0;1,0;180 days 00:00:00.000000000
