;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
528;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
558;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;158;21;0;4;8;45;0;0;4;0;5;0;13;2;0;1,5;20;4;0;0;0;0;4,0;74,18;13;1,5;1,5;123;0;62;51;40;32;0;2;4;0;10,0;0,0;10,0;8,0;0,0;8,0;4,95;4;5;5;5;0,95;4;6;1,25;7,15;0;9,0;4,75;180 days 23:59:59.000000000
668;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;92;3;0;0;0;28;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;7;0,0;0,0;9;0;5;6;1;2;0;0;0;0;10,0;0,0;10,0;0,0;9,0;9,0;5,23;0;0;0;0;0,0;0;0;0,0;5,23;0;9,5;0,0;180 days 23:59:59.000000000
1192;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;101;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;1;0;1;0;1;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
1234;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;157;52;0;0;5;41;0;0;3;0;4;0;23;3;0;21,0;23;3;0;0;0;0;5,0;65,45;128;21,0;21,0;133;0;90;15;51;67;0;1;3;0;8,0;0,0;8,0;6,0;0,0;6,0;3,85;4;0;4;4;0,6;3;0;0,375;4,83;0;7,0;3,0;180 days 23:59:59.000000000
1241;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
1264;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;113;6;0;2;8;39;0;0;4;0;3;0;14;2;0;17,5;27;4;0;0;0;0;6,0;60,63;125;17,5;17,5;158;0;101;60;91;7;0;2;4;0;8,0;0,0;8,0;5,0;0,0;5,0;3,58;5;4;4;5;0,9;5;6;1,375;5,85;0;6,5;4,5;180 days 23:59:59.000000000
1875;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
2110;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
2665;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;142;20;0;30;46;57;0;0;4;0;11;0;11;1;0;5,0;21;4;0;0;0;0;4,0;59,37;22;5,0;5,0;127;0;74;20;42;62;3;2;4;0;9,0;0,0;9,0;8,0;0,0;8,0;4,68;5;5;5;5;1,0;6;6;1,5;7,18;0;8,5;5,0;180 days 23:59:59.000000000
