;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
58;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;136;22;0;0;4;36;0;0;0;0;2;0;12;2;1;0,0;27;4;0;0;0;0;5,0;96,3;3;0,0;0,0;148;0;94;46;45;57;0;1;4;0;1,1;0,0;1,1;4,4;0,0;4,4;1,51;3;5;5;3;0,8;4;6;1,25;3,56;1;2,75;4,0;181 days 23:59:59.000000000
144;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;196;14;0;0;2;23;0;0;0;1;0;0;10;1;1;0,0;12;4;0;0;0;0;0,0;96,07;8;0,0;0,0;24;0;17;10;6;8;0;1;4;0;4,95;0,0;4,95;4,4;0,0;4,4;2,57;3;5;4;5;0,85;6;6;1,5;4,92;0;4,675000000000001;4,25;181 days 23:59:59.000000000
214;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
832;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;170;8;0;0;2;30;0;0;0;0;2;0;12;2;1;7,0;12;4;0;0;0;0;4,0;97,3;23;7,0;7,0;106;0;59;21;39;46;0;1;4;0;2,2;0,0;2,2;4,95;0,0;4,95;1,97;4;4;5;3;0,8;6;6;1,5;4,27;0;3,575;4,0;181 days 23:59:59.000000000
852;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;130;44;0;0;0;28;0;0;0;2;0;0;17;2;1;3,0;21;4;0;0;0;0;2,0;89,27;19;3,0;3,0;58;0;40;22;20;16;0;1;4;0;2,2;0,0;2,2;3,85;0,0;3,85;1,66;5;5;5;5;1,0;5;5;1,25;3,91;1;3,0250000000000004;5,0;181 days 23:59:59.000000000
872;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;83;115;0;0;27;41;0;0;2;0;2;0;9;1;1;1,0;35;4;0;0;0;0;5,0;95,81;55;1,0;1,0;130;0;80;28;46;51;5;1;4;0;5,5;0,0;5,5;4,95;0,0;4,95;2,87;5;5;4;3;0,85;6;6;1,5;5,22;0;5,225;4,25;181 days 23:59:59.000000000
950;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;68;10;0;0;17;52;0;0;2;2;3;0;17;2;1;33,0;23;6;0;0;0;0;2,0;92,19;28;33,0;33,0;60;0;36;14;16;24;6;1;6;0;2,75;2,75;2,75;5,4;0,0;5,4;2,24;3;5;5;5;0,9;2;5;0,875;4,02;0;4,075;4,5;181 days 23:59:59.000000000
1326;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;181;9;0;0;4;33;0;0;0;0;1;0;14;2;1;23,0;25;5;0;0;0;0;5,0;89,78;51;23,0;23,0;150;0;79;43;67;35;5;1;5;0;1,65;0,0;1,65;1,65;0,0;1,65;0,91;4;4;5;5;0,9;6;6;1,5;3,31;1;1,65;4,5;181 days 23:59:59.000000000
1667;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;201;7;0;0;12;35;0;0;0;1;4;0;10;1;1;23,0;12;4;0;0;0;0;2,0;97,16;35;23,0;23,0;65;0;48;8;18;36;3;1;4;0;2,2;0,0;2,2;2,2;0,0;2,2;1,21;3;1;5;3;0,6;5;6;1,375;3,19;1;2,2;3,0;181 days 23:59:59.000000000
1780;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;44;22;0;0;1;32;0;0;2;1;0;0;19;3;1;0,0;24;4;0;0;0;0;2,0;93,8;34;0,0;0,0;76;0;35;21;22;33;0;1;4;0;3,2;0,0;3,2;5,1;0,0;5,1;2,28;3;5;2;4;0,7;4;5;1,125;4,11;0;4,15;3,5;181 days 23:59:59.000000000
1806;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;71;60;0;0;1;32;0;0;0;2;0;0;10;1;1;15,0;18;4;0;0;0;0;3,0;92,59;30;15,0;15,0;102;0;56;51;24;13;14;1;4;0;1,65;0,0;1,65;4,95;0,0;4,95;1,82;5;5;4;3;0,85;6;6;1,5;4,17;0;3,3;4,25;181 days 23:59:59.000000000
2666;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;118;26;0;0;2;32;0;0;1;1;0;0;17;2;1;19,0;27;4;0;0;0;0;6,0;94,78;143;19,0;19,0;166;0;55;55;47;55;9;1;4;0;4,4;0,0;4,4;4,4;0,0;4,4;2,42;4;4;3;3;0,7;6;6;1,5;4,62;0;4,4;3,5;181 days 23:59:59.000000000
2856;Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;2011-12-31 21:00:00;2012-06-30 20:59:59;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
