;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
137;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;174;6;0;2;24;66;0;0;0;0;6;0;8;1;0;30,0;47;3;0;0;0;0;8,0;93,15;182;30,0;30,0;209;0;87;69;80;60;0;2;3;0;7,0;0,0;7,0;6,0;0,0;6,0;3,58;10;9;0;10;1,45;10;10;2,5;7,53;0;6,5;7,25;183 days 23:59:59.000000000
228;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;1;0;1;1;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
598;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;211;6;0;1;1;32;0;0;0;0;0;0;10;1;0;31,0;11;4;0;0;0;0;1,0;77,57;9;31,0;31,0;34;0;17;8;1;24;1;2;4;0;1,0;1,0;1,0;0,0;0,0;0,0;0,28;6;6;6;7;1,25;7;4;1,375;2,9;1;0,5;6,25;183 days 23:59:59.000000000
921;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;154;3;0;1;5;71;0;0;5;0;2;0;13;2;0;40,5;94;5;1;0;0;0;10,0;75,48;178;40,5;40,5;277;0;82;58;95;121;3;2;5;0;4,0;0,0;4,0;7,0;0,0;7,0;3,03;9;7;10;10;1,8;10;9;2,375;7,2;0;5,5;9,0;183 days 23:59:59.000000000
1358;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
1640;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;112;4;0;8;11;55;0;0;0;0;0;0;0;1;0;32,5;22;4;0;0;0;0;2,0;78,0;15;32,5;32,5;62;0;34;9;32;17;4;2;4;0;3,0;0,0;3,0;2,0;0,0;2,0;1,38;7;6;7;10;1,5;9;9;2,25;5,13;0;2,5;7,5;183 days 23:59:59.000000000
1830;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;73;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0,0;5;1;0;0;0;0;0,0;61,72;2;0,0;0,0;5;0;3;2;3;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8;0;0;0;0,4;0;0;0,0;0,4;1;0,0;2,0;183 days 23:59:59.000000000
1999;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;167;7;0;9;15;67;0;0;5;1;1;0;7;1;0;28,0;63;15;5;0;0;0;5,0;76,33;125;28,0;28,0;132;0;65;29;41;61;1;2;15;0;6,0;0,0;6,0;6,0;0,0;6,0;3,3;7;6;9;10;1,6;10;8;2,25;7,15;0;6,0;8,0;183 days 23:59:59.000000000
3100;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;58;9;0;3;7;45;0;0;0;0;3;0;11;1;0;33,5;21;4;0;0;0;0;2,0;78,85;43;33,5;33,5;60;0;35;18;12;30;0;2;4;0;3,0;0,0;3,0;3,0;0,0;3,0;1,65;10;7;8;10;1,75;9;6;1,875;5,28;0;3,0;8,75;183 days 23:59:59.000000000
3240;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;170;7;0;0;3;45;0;0;0;0;3;0;14;2;0;29,0;27;4;0;0;0;0;3,0;79,87;24;29,0;29,0;103;0;64;34;41;28;0;2;4;0;6,0;0,0;6,0;6,0;0,0;6,0;3,3;7;8;9;10;1,7;10;8;2,25;7,25;0;6,0;8,5;183 days 23:59:59.000000000
